,Open,High,Low,Close,Adj Close,Volume,pos,neg,neutr,virality
0,0.9121522248325307,0.9988677570791822,0.9735213407448557,1.0000000000000004,1.0,0.4700755260467511,0.0,0.0,0.0,0.0
1,1.0,1.0000000000000004,1.0,0.9587279288352026,0.9581812036383508,0.43495147080073354,0.0146065670996904,0.9197210073471068,0.065672367811203,0.047619047619047616
2,0.9447290650711588,0.9477259108263678,0.9158686127810216,0.8733250464586155,0.8716476318202706,0.40257289216660647,0.0266713090240955,0.0581769347190856,0.9151517748832704,0.047619047619047616
3,0.8182648854508829,0.8558218796441905,0.8595305765401746,0.821154267411059,0.8187860517074239,0.4186265018883208,0.02199710812419645,0.035106741823255946,0.9428961277008057,0.09523809523809523
4,0.8217422356887782,0.8339308899884332,0.8480751643758664,0.8241915764768173,0.8218631514037265,0.3494645065570557,0.02199710812419645,0.035106741823255946,0.9428961277008057,0.09523809523809523
5,0.7520131531638454,0.8029816690101486,0.7943662250309225,0.824548987138805,0.8222253926067684,0.4855273967630919,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
6,0.811310464235472,0.8535571058465723,0.8441316623070465,0.8761837865056075,0.8745441682092103,0.27775241323120275,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
7,0.8808563519518553,0.8913000723057474,0.9192490439615093,0.8842237543413742,0.8826904155714677,0.26870868980320356,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
8,0.8746338721895057,0.8807320877701352,0.862347363732189,0.824548987138805,0.8222253926067684,0.3345173639354138,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
9,0.7933746871411067,0.8271371445075424,0.8492018792526719,0.8402717847728067,0.8381567607165579,0.3069404861806941,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
10,0.7964859270222813,0.8037364016387003,0.8176527165018315,0.7818475459505114,0.778958467374189,0.37828013901731344,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
11,0.7688505991880503,0.7761841973788521,0.7524883649925793,0.7180632376962199,0.7143296211040613,0.4044547681540995,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
12,0.7135796642592092,0.7497639480838405,0.7194365336725705,0.6873324637521931,0.6831919245847256,0.3814265488334608,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
13,0.6667275919726601,0.6865446520383109,0.6841315591490211,0.6498125229771303,0.645174988972542,0.5946361785570611,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
14,0.5862006276377012,0.6104925976595514,0.5414084193855135,0.6356976643853907,0.6308734276293628,0.8622350092703084,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
15,0.5671667987335538,0.6191733186898118,0.5849766382891359,0.6028229717183482,0.5975633984800917,0.5468057292065933,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
16,0.6498901459484552,0.6499339284999541,0.6000001719300423,0.6012150326760861,0.595933870360561,0.49576917101802437,0.0532261505722999,0.0158165469765663,0.9309573173522948,0.047619047619047616
17,0.6306734014961375,0.6395545551324844,0.6086385103522662,0.5928176541783312,0.5874251031481825,0.5885692654510228,0.0325708024203777,0.05854828171432014,0.9088809251785278,0.23809523809523808
18,0.6903368229244844,0.762408095248928,0.6935212318558288,0.7913168838097744,0.7885531222544557,0.9819118747460247,0.046413280069828,0.0133309131488204,0.9402558207511902,0.047619047619047616
19,0.7717789235210541,0.8501603770841175,0.8195304791131508,0.8708237170736113,0.869112779340214,0.54506360320231,0.046413280069828,0.0133309131488204,0.9402558207511902,0.047619047619047616
20,0.8422399474990487,0.847140870657948,0.8721127035812888,0.867786408007853,0.8660359582909907,0.34610507977621013,0.042129764333367306,0.015330404974520151,0.9425398111343384,0.09523809523809523
21,0.8557832380939079,0.8667673744720688,0.8912677161371962,0.8897623927921368,0.8883023677478268,0.33728861967042073,0.4166349470615387,0.0075628603808581,0.575802206993103,0.047619047619047616
22,0.8508417256895111,0.8735611199529596,0.8685445821046902,0.8372342030825921,0.8350785464319381,0.3678423077471014,0.4166349470615387,0.0075628603808581,0.575802206993103,0.047619047619047616
23,0.7995971669034558,0.8331761573598815,0.8415022788610727,0.8281222758853173,0.8298221479287187,0.320675331617891,0.4166349470615387,0.0075628603808581,0.575802206993103,0.047619047619047616
24,0.8211932097838872,0.8303452621018543,0.8465727823567684,0.8150796492795425,0.8165900340757513,0.2853023043144077,0.0325080789625644,0.0226893462240695,0.9448025226593018,0.047619047619047616
25,0.8005123031650672,0.856765511396866,0.8555867879212844,0.8717171074163534,0.8740506842318356,0.26887150531762255,0.0291368663311004,0.0232063569128513,0.9476568102836608,0.047619047619047616
26,0.8795753845939029,0.8812982092305446,0.9207511394305365,0.8976237916091376,0.9003335126891701,0.2448277242257953,0.0424764901399612,0.0136693743988871,0.9438540935516356,0.047619047619047616
27,0.8446192459271615,0.8592186084066449,0.8578405042249662,0.8232981861340751,0.8249277119814624,0.3776641536544281,0.0424764901399612,0.0136693743988871,0.9438540935516356,0.047619047619047616
28,0.8114933797836428,0.8139271638380272,0.7919248184311298,0.7611220895465016,0.7618487007661958,0.4306117589434902,0.0424764901399612,0.0136693743988871,0.9438540935516356,0.047619047619047616
29,0.7207172802831696,0.7478769725344709,0.7641314674529984,0.7654101996169902,0.7661989389676518,0.3459124147508143,0.0424764901399612,0.0136693743988871,0.9438540935516356,0.047619047619047616
